,id,turns,victory_status,winner,white_rating,black_rating,moves,opening_name,opening_ply
14785,G2fnVSUC,71,mate,white,1600,1300,e4 e5 d4 exd4 Qxd4 Nc6 Qd1 Qh4 Qf3 Nd4 Qf4 Qxf4 Bxf4 Nxc2+ Kd2 Nxa1 Bxc7 Nf6 f3 Bc5 Bc4 Bd4 Nc3 O-O Nge2 Bxc3+ bxc3 Re8 Rxa1 b6 e5 Bb7 exf6 gxf6 Nf4 Rac8 Bb3 Rxc7 Nh5 Rc6 Bd5 Rd6 c4 Bxd5 Kc3 Rc6 Nxf6+ Rxf6 cxd5 Re5 Kd4 Rh5 Rc1 Rff5 g4 Rxd5+ Ke4 Rhe5+ Kf4 Re7 h4 Ra5 h5 Rxa2 h6 Ra4+ Kg3 Re6 Rc8+ Re8 Rxe8#,Center Game: Normal Variation,6
14786,4bLQaDKI,57,mate,white,1282,1492,e4 e5 Nf3 d6 Nc3 a6 Bc4 h6 O-O b5 Bb3 c5 a4 c4 Ba2 b4 Nd5 Bb7 Nxb4 d5 Nxd5 Bxd5 exd5 e4 Re1 f5 d3 Bc5 dxe4 Ba7 exf5+ Ne7 Bxc4 Qb6 Be3 Qc7 Bxa7 Rxa7 Qe2 O-O Nd4 Kh8 Ne6 Qc8 Nxf8 Qxf8 Bd3 Nxd5 Be4 Nf4 Qe3 g5 Qxa7 Qb4 f6 Qxb2 Qh7#,Philidor Defense #2,4
14787,LlI2vr6r,43,draw,draw,1386,1279,g3 e5 Bg2 Nf6 d4 exd4 Qxd4 Nc6 Qa4 d5 c4 Bf5 Bg5 h6 Bxf6 gxf6 cxd5 Bb4+ Nc3 Bxc3+ bxc3 Rb8 dxc6 bxc6 Bxc6+ Kf8 Rd1 Qe7 Qxa7 Rc8 Nf3 Kg7 Rd5 Rcd8 Rxf5 Qd6 Rd5 Qxc6 Rxd8 Rxd8 O-O Qxc3 Rb1,Hungarian Opening,1
14788,cjByhYWB,17,mate,white,1264,1367,e4 e5 Nf3 Nc6 Bc4 Bc5 Ng5 Qxg5 d4 Bxd4 Bxg5 f6 Qf3 fxg5 Qf7+ Kd8 Qf8#,Giuoco Piano,6
14789,aIC6ozsP,68,outoftime,black,1273,1330,e4 Nc6 d4 e5 d5 Nd4 c3 Nb5 Bxb5 c6 Ba4 cxd5 Qxd5 Nf6 Qxe5+ Qe7 Qxe7+ Bxe7 e5 Ne4 Bc2 Nc5 Nf3 O-O Be3 Ne6 Nbd2 d6 exd6 Bxd6 Nc4 Bc5 O-O-O Be7 Nd6 b6 Be4 Rb8 Nxc8 Rbxc8 Rd7 Bf6 Rxa7 Rc7 Rxc7 Nxc7 Bxb6 Nb5 Rd1 Nd6 Rxd6 Be7 Rd7 Re8 a4 f6 a5 Ra8 Bxa8 Kf7 Bc5 Ke8 Rxe7+ Kd8 Nd4 Kc8 Bb7+ Kb8,Nimzowitsch Defense: Kennedy Variation |  Linksspringer Variation,5
14790,tjGMtm0r,23,mate,white,1192,1279,e4 e5 Nf3 Nc6 Bb5 Nb4 O-O c5 Nxe5 Bd6 d4 Nf6 Nc4 Qc7 e5 Bxe5 dxe5 Ne4 Qg4 O-O Bh6 d6 Qxg7#,Ruy Lopez,5
14791,JXe8i39M,16,mate,black,1265,1625,e4 e5 Nf3 Nc6 Bb5 Nf6 O-O Ng4 h3 h5 hxg4 hxg4 Nh2 Qh4 g3 Qxh2#,Ruy Lopez: Berlin Defense |  Fishing Pole Variation,8
14824,zWGMWoaJ,39,mate,white,1500,1479,e4 e5 Bc4 Nf6 d4 Nc6 dxe5 Nxe5 Bg5 Be7 f4 Nxc4 e5 Nxb2 Qd4 Ne4 Qxe4 Bxg5 fxg5 Qxg5 Qd4 Qxg2 e6 dxe6 Qxb2 Qxh1 Qxg7 Rf8 Nc3 Qxh2 O-O-O Qf4+ Kb1 Qb4+ Ka1 f6 Qxc7 Qg4 Rd8#,Bishop's Opening: Ponziani Gambit,5
14825,h3XzuSth,33,resign,white,1469,1438,d4 d5 c4 dxc4 e4 b5 Nf3 Nf6 Nc3 Bd7 Bf4 e6 Ne5 Bb4 Nxd7 Bxc3+ bxc3 Qxd7 f3 O-O Be2 Nc6 O-O Nh5 Be3 Qd6 f4 Nf6 e5 Qa3 exf6 Qxc3 Bf2,Queen's Gambit Accepted: Central Variation |  Greco Variation,6
14826,odiQUvxO,43,resign,white,1382,1484,e4 e5 Qf3 Nf6 Bc4 Bc5 c3 O-O b4 Bd6 Be2 a5 d3 axb4 Qg3 bxc3 Bh6 g6 Bxf8 Bxf8 Nxc3 Qe7 Nf3 Qb4 Rc1 Qb2 O-O Bg7 Qxe5 Ng4 Qe8+ Bf8 Qxc8 Qa3 Qxc7 Bc5 d4 Bb4 Qc8+ Kg7 h3 Nf6 Nd5,King's Pawn Game: Napoleon Attack,3
14829,TcDLUjFy,22,resign,black,1229,1160,e4 e5 Bc4 Bb4 Qh5 g6 Qd1 Nf6 c3 Bc5 d3 Nc6 Bh6 d6 Nf3 Ng4 O-O Nxh6 Ng5 Qxg5 Qf3 Bg4,Bishop's Opening,3
14831,OK0yX7Ds,73,mate,white,1776,1499,d4 d5 Nf3 Bf5 Nc3 Nc6 Bd2 Nb4 e4 dxe4 a3 e3 axb4 exd2+ Qxd2 Nf6 Bd3 Bxd3 Qxd3 e5 Qb5+ c6 Qxb7 Rc8 Rxa7 Rc7 Qxc7 Qxc7 Rxc7 Bxb4 Rc8+ Ke7 Rxh8 exd4 Nxd4 Bxc3+ bxc3 c5 Nf5+ Ke6 Nxg7+ Ke7 O-O Kd7 Rd1+ Ke7 h3 c4 g4 h6 Rxh6 Ng8 Nf5+ Kf8 Rh8 f6 Rd7 Ke8 Re7+ Kf8 Rxg8+ Kxg8 h4 Kh8 h5 Kg8 h6 Kh8 f3 Kg8 h7+ Kf8 h8=Q#,Queen's Pawn Game: Zukertort Variation,3
14832,V7tnLAly,22,resign,black,1771,1764,e4 c5 Nf3 Nc6 d4 cxd4 Nxd4 g6 Bc4 Bg7 Qf3 Ne5 Qb3 e6 O-O Qb6 Qxb6 axb6 Bd3 Nxd3 cxd3 Bxd4,Sicilian Defense: Accelerated Dragon,8
14833,HAqkb98e,68,resign,black,1770,1951,d4 c6 c4 d5 Nc3 Bf5 e3 Nf6 Nf3 e6 Bd2 c5 h3 Nc6 Qa4 Bd6 g4 Bg6 cxd5 Nxd5 Bb5 Qb6 Nxd5 exd5 Ba5 Bc2 b3 O-O Bxb6 axb6 Bxc6 Rxa4 Bxa4 Be4 Ke2 f5 Nd2 Bxh1 Rxh1 fxg4 hxg4 cxd4 exd4 Rf4 Bd7 Rxd4 Be6+ Kh8 Ke3 Bc5 Ke2 Bb4 Rd1 Bxd2 Bxd5 Rxd5 Rxd2 Rxd2+ Kxd2 Kg8 Kd3 Kf7 Ke4 Ke6 f4 g6 Kd4 h5,Slav Defense #2,5
14834,gtE9uAbV,25,resign,white,1696,1785,e4 e5 d4 d6 Bc4 exd4 c3 dxc3 Qb3 Qe7 Nxc3 g6 Nd5 Qxe4+ Kf1 Kd8 Bg5+ Be7 Nxe7 Nxe7 Re1 Qf5 Bxe7+ Kd7 Bxf7,King's Pawn Game: Maroczy Defense,4
14835,vA9G4bAT,15,resign,black,1554,1780,e4 e5 Bc4 Nc6 Bxf7+ Kxf7 Qh5+ g6 Qf3+ Qf6 d3 Nd4 Kd2 Nxf3+ Nxf3,Bishop's Opening,3
14837,nb4eCxN4,79,resign,white,1761,1808,e4 e6 d4 d5 e5 c5 Be3 Qb6 b3 cxd4 Qxd4 Bb4+ c3 Qxd4 Bxd4 Ba5 f4 Nc6 Bc5 f6 Nf3 fxe5 Nxe5 Nxe5 fxe5 Nh6 Bd3 Nf5 O-O Bb6 Bxb6 axb6 Nd2 O-O Nf3 h6 Bxf5 Rxf5 g4 Rf4 h3 Bd7 Nd4 Raf8 a4 Re4 Rfe1 Ref4 a5 bxa5 Rxa5 Rf2 Ra7 Bc6 b4 Rb2 Nxe6 Rff2 Ra8+ Kh7 Nf8+ Kg8 Ng6+ Kf7 Rf8+ Kxg6 Rxf2 Rb3 Rc2 Kf7 Kf2 Ke6 Ke3 b5 Kd4 g6 Ra1 Rb1 Rxb1,French Defense: Advance Variation #4,6
14839,Fi8AMM65,56,resign,black,1766,2025,e4 e6 Nc3 d5 d4 c6 Nf3 Nf6 Bg5 Be7 e5 Nfd7 Bxe7 Qxe7 a3 O-O b4 b6 Bd3 Bb7 h4 c5 bxc5 bxc5 Nb5 Nb6 c3 c4 Bc2 Nc8 Ng5 h6 Qh5 a6 Nd6 Nxd6 exd6 Qxd6 a4 Nd7 a5 Nf6 Qf3 e5 Qg3 Rae8 Nf3 exd4+ Kf1 Qxg3 fxg3 d3 Bd1 Ne4 Ra3 Nxg3+,French Defense: Paulsen Variation,5
14841,VXd7I1Ef,97,mate,white,1735,1973,e4 c5 Nf3 e6 Nc3 a6 d4 cxd4 Nxd4 Qc7 g3 b5 Bg2 Bb7 O-O Nf6 Re1 d6 Bg5 Be7 Bxf6 Bxf6 Ndxb5 axb5 Nxb5 Qb6 Nxd6+ Kf8 Nxb7 Nc6 Nd6 Be7 Nc4 Qc5 b3 g6 Qd2 Kg7 Qc3+ Bf6 e5 Be7 Qd3 Rhd8 Qf3 Nd4 Qe4 Rac8 c3 Nf5 g4 Nh4 Rad1 g5 Bf1 Rd5 b4 Qc6 Bd3 Ng6 Rc1 Rcd8 Bb1 Qa6 a3 Rd2 Nxd2 Rxd2 Qe3 Rd5 c4 Rd7 b5 Qb7 a4 Nh4 Be4 Qb8 c5 Qxe5 c6 Rd4 c7 Rxa4 c8=Q Ng6 Bxg6 hxg6 Qxe5+ Bf6 Qh8+ Kxh8 Qxf6+ Kh7 Rc8 Kh6 Rh8#,Sicilian Defense: Kan Variation |  Knight Variation,9
14842,hN0qRXRW,50,resign,black,1743,1864,e4 c6 d4 d5 exd5 cxd5 Nf3 Bg4 h3 Bh5 g4 Bg6 Ne5 e6 Bb5+ Ke7 b3 Qa5+ Qd2 Qxb5 Ba3+ Ke8 Nc3 Qa5 Bb2 Nc6 Nxg6 hxg6 O-O-O Bb4 Qd3 Nf6 Kb1 Ba3 Ba1 Nb4 Qe2 Rc8 Rd2 Rxc3 Bxc3 Ne4 Bxb4 Qxb4 Qd3 Nxd2+ Ka1 Ne4 f3 Nf2,Caro-Kann Defense: Exchange Variation,5
14843,fMIec8jD,63,resign,white,2000,1748,d4 Nf6 c4 e6 Nc3 d5 Bg5 Be7 e3 h6 Bh4 g5 Bg3 c5 dxc5 Bxc5 Nf3 Nh5 Ne5 Nxg3 hxg3 Qf6 Ng4 Qd8 cxd5 exd5 Qxd5 Qxd5 Nxd5 Bxg4 Nf6+ Ke7 Nxg4 h5 O-O-O Nc6 Nh2 g4 Bc4 a6 Nf1 Bd6 Nd2 Ne5 Be2 Rac8+ Kb1 f5 Nb3 Bb4 Nd4 Kf6 a3 Ba5 Bd3 Bb6 Bxf5 Bc5 Bxc8 Rxc8 Rxh5 Nc4 Rf5+,Queen's Gambit Declined: 4.Bg5 Be7,8
14844,Vcyp2sD4,58,resign,black,1899,1741,e4 e5 Nf3 Nc6 Bb5 d6 O-O h6 h3 Nf6 Re1 Be7 c3 Be6 d4 exd4 cxd4 Bd7 Nc3 a6 Bd3 Qc8 e5 dxe5 dxe5 Nh7 Bxh7 Rxh7 Kh2 g5 g4 h5 Nxg5 Bxg5 Bxg5 hxg4 h4 Ne7 Kg3 Nf5+ Kg2 Nxh4+ Bxh4 Rxh4 Nd5 Bc6 e6 fxe6 Kg1 Kf7 Qd4 Bxd5 Qf4+ Ke8 Kf1 Bf3 Qxf3 gxf3,Ruy Lopez: Steinitz Defense,6
14845,jZYNMVvw,85,outoftime,white,1722,1898,e4 c5 Nf3 d6 Nc3 Nf6 Bc4 e6 O-O Nc6 Re1 Be7 d3 O-O a3 a6 Ba2 Re8 Be3 Bd7 Ng5 h6 Nf3 Rb8 Ne2 Ng4 Bf4 Nce5 Nxe5 Nxe5 d4 Ng6 Bg3 cxd4 Nxd4 e5 Nf5 Bxf5 exf5 Nf4 Bxf4 exf4 Qf3 Bg5 Qd5 Rxe1+ Rxe1 Qd7 b4 Rd8 Rd1 Kf8 c4 Qc7 c5 dxc5 Qxc5+ Kg8 Rxd8+ Qxd8 Qd5 Qxd5 Bxd5 b6 a4 a5 bxa5 bxa5 f3 Be7 Kf2 Bc5+ Ke2 Be3 Kd3 Kf8 g3 Ke7 Ke4 g5 fxg6 fxg6 gxf4 Bd2 h3,Sicilian Defense,4
14847,6zKgU3yC,24,resign,black,1750,1722,e4 e5 Nf3 Nc6 Bc4 Nf6 d4 exd4 e5 d5 exf6 dxc4 Qe2+ Be6 fxg7 Bxg7 O-O Qd6 Ng5 O-O-O Nxe6 Qxe6 Qxc4 Qxc4,Scotch Game: Scotch Gambit |  Advance Variation,9
14849,dfMGCaQa,84,outoftime,black,1719,1733,e4 c5 Nf3 Nc6 Nc3 e6 Bb5 a6 Bxc6 bxc6 O-O Be7 Re1 d5 exd5 cxd5 d4 c4 b3 Nf6 Bf4 O-O Ne5 Bb7 Na4 Nd7 bxc4 dxc4 Nxc4 Qc8 Ne3 Rd8 Nb2 Bf6 Rc1 Qc3 Na4 Qb4 c3 Qb5 Re2 Nb6 Nxb6 Qxb6 a4 a5 Rb1 Qc6 d5 exd5 Qb3 Rd7 Nd1 d4 f3 dxc3 Rc2 Qd5 Qxd5 Bxd5 Nxc3 Bc4 Ne4 Bd4+ Kh1 Bd3 Rcb2 Bxb1 Rxb1 f5 Ng5 Bc3 Rc1 Bb4 h3 Rad8 Rc6 Rd1+ Kh2 Bd6 Bxd6 R1xd6 Rc5 h6,Sicilian Defense: Old Sicilian,4
14855,ByIFnrQG,72,mate,black,1306,1605,e3 c5 Nc3 d6 Be2 g6 Bg4 Bxg4 Qxg4 Nf6 Qd1 Bg7 Nf3 a6 Ng5 h6 Nge4 Nbd7 Nxf6+ Nxf6 Qf3 b5 a3 O-O b4 c4 Bb2 e6 Ne4 Nxe4 Bxg7 Kxg7 Qxe4 d5 Qf3 f5 g4 fxg4 Qxg4 Qf6 f3 Qxa1+ Kf2 Qxh1 Ke2 Qxh2+ Kd1 Rf6 Qd4 Qg1+ Ke2 Qg2+ Ke1 Qxf3 d3 Qf1+ Kd2 Rf8 Qa7+ R8f7 Qd4 cxd3 cxd3 Kh7 a4 Rf2+ Kc3 Rc7+ Kb3 Qb1+ Ka3 Ra2#,Van't Kruijs Opening,1
14860,eczKz2xF,81,mate,white,1600,1362,c4 e6 Nf3 Nc6 Nc3 Nf6 d3 g6 g3 Bg7 Bg2 O-O O-O Ng4 h3 Nge5 Nxe5 Nxe5 b4 c6 Bb2 d5 cxd5 cxd5 a3 d4 Ne4 b6 Nf6+ Qxf6 Bxa8 Qf5 Bg2 Nc6 Bxc6 Qxh3 Bg2 Qh6 Rc1 Ba6 Rc7 Rb8 Rxa7 Bc8 Bc1 Qh5 Bd2 Qe5 Bf4 Qh5 Bxb8 e5 Qc2 Be6 Ra8 Bf6 Bxe5+ Kg7 Bxf6+ Kxf6 Ra6 Qb5 Qa4 Qd5 Bxd5 Bxd5 Rxb6+ Ke5 Qb5 h5 f4+ Kf5 Qxd5+ Kg4 Qd7+ Kxg3 Qxf7 h4 Rxg6+ Kh3 Qe6#,English Opening: Agincourt Defense #3,3
14861,JGdbnNS2,19,draw,draw,1365,1598,c4 e5 d3 Nf6 e4 a6 d4 exd4 Qxd4 Nc6 Qd1 Bb4+ Bd2 Bxd2+ Kxd2 Nxe4+ Ke1 O-O Nd2,English Opening: King's English Variation,2
14862,6G8q5EHH,35,resign,white,1591,1500,c4 e6 d3 Qf6 Nf3 d5 cxd5 exd5 Nc3 Bb4 Bd2 Bxc3 Bxc3 Qe7 Bxg7 Nh6 Bxh8 c5 g3 f6 Rc1 Qf7 Rxc5 Ng4 Rxc8+ Kd7 Qc2 d4 Rc7+ Kd6 Rxf7 Nc6 Bxf6 Nb4 Qc7+,English Opening: Agincourt Defense,2
14863,LtHu5Lrp,43,mate,white,1585,1500,c4 e6 d3 Qf6 Nf3 Nc6 Nc3 Bb4 Bd2 Ne5 Nxe5 Qxe5 g3 Bxc3 Bxc3 Qc5 Bxg7 Nh6 Bxh8 e5 Bg2 Qb4+ Qd2 Qf8 Bxe5 Ng4 Bxc7 Qc5 Qf4 Nf6 O-O Nh5 Qe4+ Kf8 Bf4 Nf6 Qe5 Qb6 a3 a5 Bg5 Ng4 Qh8#,English Opening: Agincourt Defense,2
14864,urWm3H5j,14,mate,black,913,981,d4 Nf6 c3 e6 a4 Ng4 h3 Nf6 g4 g5 f3 Bd6 Nd2 Bg3#,Indian Game,2
14865,g31Cmof6,66,mate,black,924,982,d4 e5 c3 d6 a4 Qh4 g3 Qe4 Nd2 Qxh1 Ngf3 Bd7 b4 Nf6 b5 Ng4 h3 Nf6 g4 e4 Ng5 Nd5 f3 Nxc3 Qc2 Nxe2 Kxe2 Be7 Ndxe4 d5 Ng3 Qh2+ Kd1 Qxg3 Qxc7 Qxc7 Bd3 Bb4 Rb1 Qc3 Bd2 Qxd3 Rxb4 Qf1+ Kc2 O-O f4 Re8 f5 Re2 Rb3 Qf2 Rd3 Nc6 bxc6 Bxc6 a5 Ba4+ Kc3 Rc8+ Kb4 Rc4+ Ka3 Qf1 Nf3 Qa1#,Englund Gambit,2
14867,qgewE6E9,47,mate,white,1181,936,e4 d6 Nh3 c5 Ng5 Qa5 Bc4 b5 Bxf7+ Kd8 a3 h6 Nf3 b4 O-O Nf6 e5 Nh5 e6 Ba6 Re1 Nf4 d4 c4 Bxf4 Nc6 d5 g5 Bg3 Ne5 Nd4 Nxf7 Nc6+ Kc7 Nxa5 Ne5 axb4 Nd3 cxd3 cxd3 Qa4 Bg7 Qc6+ Kb8 Qxa6 Bd4 Qb7#,Pirc Defense #4,2
14868,CHvY3wCt,83,mate,white,1035,946,e4 d6 Nc3 c5 g3 g5 Nf3 Nh6 Nxg5 f6 Nf3 Ng4 Bg2 h5 d3 Ne5 b3 b5 Nxb5 a6 Nc3 Nbc6 Bb2 Nd4 Nh4 a5 O-O a4 Nxa4 Bh6 f3 Ba6 Nf5 Bg5 f4 Nxf5 exf5 Ng6 Bxa8 Qxa8 fxg5 fxg5 Bxh8 Ne5 Nb6 Qf3 Rxf3 Nxf3+ Qxf3 g4 Qc6+ Kf7 Rf1 Kg8 Qe8+ Kh7 f6 d5 Nxd5 exf6 Rxf6 c4 Qg8+ Kxg8 Rxa6 Kxh8 dxc4 Kh7 c5 h4 gxh4 g3 hxg3 Kg7 c6 Kf7 c7 Ke8 c8=Q+ Kf7 Qc7+ Ke8 Ra8#,Pirc Defense #4,2
14869,yR3i20lK,40,mate,black,955,1082,d4 e6 c3 Qf6 Nd2 Nh6 b3 Ng4 f3 Ne3 Qc2 Nxc2+ Kd1 Nxa1 Bb2 Nc2 Kxc2 Qf5+ Ne4 d5 g4 Qg6 h4 dxe4 fxe4 Qxe4+ Kc1 Qxh1 Bh3 Qxg1+ Kd2 Bd6 c4 Bf4+ Kc3 Qe1+ Kd3 Qd2+ Ke4 Qe3#,Horwitz Defense,2
14870,3i1d26jT,90,mate,black,967,999,d4 d5 c4 b6 cxd5 Qxd5 Qb3 Bb7 Qxd5 Bxd5 Nc3 Bb7 Nd5 Bxd5 e3 Nc6 f4 Nb4 Bb5+ c6 Bxc6+ Bxc6 e4 Nc2+ Kd1 Nxa1 d5 Ba4+ Ke2 Nc2 e5 Nb4 d6 Nxa2 Bd2 exd6 exd6 Bxd6 f5 Be7 Nf3 Bf6 g4 Bxb2 Rb1 Bf6 Rb4 Nxb4 Bxb4 Nh6 h4 Nxg4 h5 Be7 Bxe7 Kxe7 Ng5 Rae8 Ne6 fxe6 fxe6 Kxe6 Kf3 Nf6 Kf4 Nxh5+ Kg5 Nf6 Kf4 Rhf8 Kg5 Ng8 Kh5 Rf1 Kg5 Nf6 Kh4 Kf5 Kg3 Re2 Kh4 Rff2 Kg3 Bd1 Kh4 Rc2 Kg3 Rfe2 Kf3 Rc3#,Queen's Gambit,3
14871,fuS1vImu,51,mate,white,1189,973,Nc3 d6 Nf3 c5 e3 b6 Nd5 Nc6 Bb5 Bg4 h3 Bh5 Bxc6+ Qd7 Bxd7+ Kxd7 Nf4 Bxf3 Qxf3 e5 Qxa8 Ke7 Qxa7+ Kf6 Nd5+ Kg5 h4+ Kg4 Qd7+ f5 f3+ Kg3 Qf7 Nh6 Qh5 Kxg2 f4 Kxh1 Qf3+ Kg1 Qg3+ Kh1 fxe5 dxe5 d4 f4 Qh3+ Kg1 Ke2 Nf5 Bd2#,Van Geet Opening,1
14872,JDd80J7A,65,outoftime,white,964,845,d4 d5 c3 Bf5 Na3 e6 Nb5 Nc6 f3 Nf6 g4 Bxg4 fxg4 Nxg4 h3 Ne3 Bxe3 Na5 h4 Nc4 Bg5 Qd7 Bh3 Qxb5 a4 Qxb2 Rc1 Bd6 Rc2 Qa3 Bc1 Qxa4 Nf3 O-O Ng5 f6 Nxe6 Rfe8 Nxc7 Bxc7 Bd7 Bg3+ Kf1 Red8 Be6+ Kf8 Rh3 Bd6 e3 Re8 Bxd5 Nxe3+ Rxe3 Rxe3 Bxb7 Rae8 d5 Re1+ Qxe1 Rxe1+ Kxe1 Qxc2 Bd2 Qe4+ Kd1,Queen's Pawn Game,2
14873,s8LEo7Hq,83,mate,white,1251,969,e4 d6 d4 c5 d5 e6 Nf3 Na6 Bg5 f6 Bh4 g5 Bg3 h5 h4 g4 Ng1 exd5 Qxd5 Nh6 Qxh5+ Kd7 Bb5+ Ke6 Qd5+ Ke7 Ne2 Nc7 Qc4 a6 Bxa6 bxa6 Nf4 Nb5 Ng6+ Kd7 Nxh8 Nd4 Nf7 Qe7 Qa4+ Ke6 Nxh6 Bxh6 Nc3 a5 O-O Ne2+ Nxe2 Bb7 Bf4 Bxe4 Qxe4+ Kf7 Qxa8 Qxe2 Bxh6 Kg6 Rfe1 Kxh6 Rxe2 Kh5 Qh8+ Kg6 Qh5+ Kxh5 g3 f5 Rd1 d5 Rxd5 c4 Rxf5+ Kg6 Rxa5 c3 Re6+ Kf7 Rb6 Ke7 Ra7+ Kd8 Rb8#,Pirc Defense #5,3
14878,lWZQsMkU,62,resign,black,793,961,d4 d5 b4 c6 f4 b5 Nf3 f5 h4 g6 Nbd2 h5 g3 Nf6 a3 Ng4 c3 a6 Bh3 Nd7 Bxg4 fxg4 Nh2 Nb6 Nhf1 Na4 Nb1 Nxc3 Nxc3 a5 bxa5 Rxa5 Nb1 b4 axb4 Rxa1 Nbd2 Ba6 Rh2 Bg7 Nb3 Bxd4 Nxd4 c5 bxc5 Qa5+ Kf2 Rf8 Nc2 Bc4 c6 Kd8 Nce3 Bb5 Nxd5 Bxc6 Nde3+ Kc7 Nc4 Qc5+ Nce3 Qxc1,Queen's Pawn Game,2
14879,HJIZuKBw,93,mate,white,1069,953,Nc3 d6 d3 c6 e3 b5 Ne4 Na6 Nf3 f6 Ng3 g5 e4 h6 h4 g4 Nd4 c5 Nde2 c4 Bf4 cxd3 cxd3 Nb4 Nf5 Bxf5 exf5 e5 Be3 d5 a3 Nxd3+ Qxd3 e4 Qxb5+ Qd7 a4 Qxb5 axb5 a6 bxa6 Bb4+ Kd1 Bd6 Nd4 Bb8 Nc6 Ba7 Bxa7 Ne7 Rc1 Nxf5 Bb5 Nd6 Ba4 Nc8 Re1 Nxa7 Nxa7+ Kf7 Nc6 Rxa6 Bb5 Rb6 Ba4 Rxb2 Bc2 Ra2 Bb3 Rb2 Bc2 Rc8 Nd4 h5 Re3 Rc4 Nf5 d4 Rb3 d3 Rxb2 dxc2+ Rcxc2 Ra4 Ra2 Rd4+ Nxd4 f5 Rc7+ Kg6 Ra5 f4 Ra6#,Van Geet Opening,1
14881,GMA7tc2O,64,mate,black,973,1050,d4 d5 c3 Nc6 e3 Nf6 f4 h6 g4 Bxg4 Qd2 Bc8 Nf3 a6 Ne5 b5 b4 e6 Nxc6 Ne4 Qd3 Qh4+ Ke2 Nd6 h3 Qh5+ Kd2 Bb7 Ne5 a5 bxa5 Rxa5 c4 f6 Ng6 bxc4 Qc3 Qxg6 Qxa5 Ne4+ Kc2 Nf2+ Bd3 Nxd3 Kc3 Bb4+ Qxb4 Nxb4 Kxb4 O-O Nc3 Rc8 Nb5 Bc6 Na7 Rb8+ Kc5 Ba4 h4 Qe8 h5 Rb5+ Nxb5 Qxb5#,Queen's Pawn Game,2
14882,sDOeaenh,78,mate,black,985,1074,d4 d5 c3 c6 b4 b5 a3 Nf6 Nd2 e6 Ndf3 Be7 Ng5 O-O e3 h6 N5h3 Nbd7 f4 g5 fxg5 hxg5 Nxg5 Ne4 N1f3 Nxg5 Nxg5 Bxg5 h4 Be7 Rh3 Bd6 g3 f5 g4 fxg4 Rg3 Bxg3+ Kd2 Qxh4 Bg2 Be1+ Kd3 e5 Bd2 Bxd2 Qxd2 exd4 a4 Rf2 Qe1 Ne5+ Kxd4 Nf3+ Bxf3 gxf3+ e4 Be6 axb5 cxb5 Kc5 a6 Kb6 Rh2 Qg1+ Rg2 Qf1 Qd8+ Kc6 dxe4 Qh1 Bd5+ Kc5 Rc8+ Kd4 Rd2+ Ke3 Qg5#,Queen's Pawn Game,2
14883,mXwpi5As,47,mate,white,1800,985,e4 d6 Nf3 c5 c3 b5 d4 b4 d5 Nf6 Nbd2 Ng4 Bc4 e6 dxe6 fxe6 O-O g5 cxb4 h5 bxc5 dxc5 Nb3 Nc6 Bxg5 Nge5 Bxd8 Nxd8 Nxe5 Nc6 Nxc6 Bd7 Ne5 Ba4 Qf3 Rg8 Qf7+ Kd8 Qxg8 h4 Qxf8+ Kc7 Qe7+ Kb8 Qd8+ Kb7 Nxc5#,Sicilian Defense: Delayed Alapin,5
14884,ycoRfnDN,52,mate,black,985,1768,d4 d5 c3 Nf6 b4 h6 Na3 g6 e3 Bg7 Bd3 O-O f4 Ne4 Bxe4 dxe4 Nh3 c6 g3 Bxh3 g4 Qd7 g5 Bg4 gxh6 Bxd1 Kxd1 Bxh6 h4 Qg4+ Kc2 Qg2+ Kb3 Qxh1 Bb2 Qf3 d5 cxd5 Nb5 Na6 Nd4 Qxe3 Nc2 Qd3 h5 Qc4+ Ka3 Nxb4 Ka4 Nxc2+ Ka5 b6#,Queen's Pawn Game,2
14885,NyNYhlB4,45,mate,white,1945,986,Nf3 d6 c4 b6 d4 a5 Nc3 Na6 e4 e5 dxe5 f6 exd6 cxd6 Be2 g5 Nxg5 h6 Bh5+ Ke7 Nd5+ Kd7 Nf7 Qe8 Nxb6+ Ke7 Nxa8 Qxf7 Bxf7 Kxf7 Qh5+ Kg7 O-O Kh7 Qf7+ Bg7 f4 Bb7 Qxb7 Nc5 Qf7 Nxe4 f5 Ng5 Qg6#,Zukertort Opening: Pirc Invitation,2
14886,Lh5jhAPP,42,mate,black,986,1944,d4 d5 c3 c6 b4 Nf6 a4 a5 bxa5 Qxa5 Na3 e6 Nb5 cxb5 Bg5 Qxc3+ Qd2 Qxa1+ Qd1 Qxd1+ Kxd1 bxa4 e3 a3 Bb5+ Bd7 Ba4 Rxa4 Ke2 a2 Nf3 Bb5+ Kd2 Bb4+ Kc2 Bc4 Kb2 Nc6 Ka1 Bd3 Nd2 Bc3#,Queen's Pawn Game,2
